epoch,step,train_f1_epoch,train_f1_step,train_loss_epoch,train_loss_step,val_f1,val_loss
0,0,,,,,0.38461539149284363,10.797698020935059
0,0,0.3469387888908386,,44.75513458251953,,,
1,1,,,,,0.4285714328289032,10.172776222229004
1,1,0.3671451508998871,,44.818824768066406,,,
2,2,,,,,0.38461539149284363,10.653973579406738
2,2,0.34020617604255676,,44.04082489013672,,,
3,3,,,,,0.2380952388048172,12.053205490112305
3,3,0.37254902720451355,,43.81836700439453,,,
4,4,,0.25581395626068115,,48.04228210449219,,
4,4,,,,,0.36000001430511475,10.82140827178955
4,4,0.25581395626068115,,48.04228210449219,,,
5,5,,,,,0.27272728085517883,11.374423027038574
5,5,0.27272728085517883,,46.50486755371094,,,
6,6,,,,,0.30434781312942505,11.394783020019531
6,6,0.37254902720451355,,44.23540496826172,,,
7,7,,,,,0.27272728085517883,11.767868041992188
7,7,0.3263157904148102,,44.53062057495117,,,
8,8,,,,,0.36000001430511475,10.936738967895508
8,8,0.4392991065979004,,43.96930694580078,,,
9,9,,0.3419913351535797,,45.420066833496094,,
9,9,,,,,0.20000000298023224,11.492504119873047
9,9,0.3419913351535797,,45.420066833496094,,,
